0.000000 0.000000
0.007007 0.110168
0.014014 0.216528
0.021021 0.319194
0.028028 0.418280
0.035035 0.513895
0.042042 0.606146
0.049049 0.695134
0.056056 0.780961
0.063063 0.863722
0.070070 0.943514
0.077077 1.020427
0.084084 1.094550
0.091091 1.165970
0.098098 1.234770
0.105105 1.301032
0.112112 1.364834
0.119119 1.426255
0.126126 1.485367
0.133133 1.542243
0.140140 1.596954
0.147147 1.649567
0.154154 1.700150
0.161161 1.748764
0.168168 1.795475
0.175175 1.840340
0.182182 1.883420
0.189189 1.924771
0.196196 1.964449
0.203203 2.002507
0.210210 2.038997
0.217217 2.073969
0.224224 2.107473
0.231231 2.139557
0.238238 2.170266
0.245245 2.199645
0.252252 2.227738
0.259259 2.254587
0.266266 2.280232
0.273273 2.304714
0.280280 2.328071
0.287287 2.350339
0.294294 2.371557
0.301301 2.391758
0.308308 2.410976
0.315315 2.429245
0.322322 2.446597
0.329329 2.463063
0.336336 2.478673
0.343343 2.493456
0.350350 2.507440
0.357357 2.520654
0.364364 2.533123
0.371371 2.544874
0.378378 2.555932
0.385385 2.566320
0.392392 2.576063
0.399399 2.585183
0.406406 2.593703
0.413413 2.601644
0.420420 2.609026
0.427427 2.615870
0.434434 2.622195
0.441441 2.628021
0.448448 2.633365
0.455455 2.638246
0.462462 2.642680
0.469469 2.646685
0.476476 2.650275
0.483483 2.653468
0.490490 2.656278
0.497497 2.658720
0.504505 2.660809
0.511512 2.662556
0.518519 2.663978
0.525526 2.665085
0.532533 2.665891
0.539540 2.666407
0.546547 2.666646
0.553554 2.666619
0.560561 2.666336
0.567568 2.665809
0.574575 2.665048
0.581582 2.664062
0.588589 2.662861
0.595596 2.661454
0.602603 2.659851
0.609610 2.658061
0.616617 2.656091
0.623624 2.653949
0.630631 2.651645
0.637638 2.649184
0.644645 2.646575
0.651652 2.643825
0.658659 2.640941
0.665666 2.637928
0.672673 2.634795
0.679680 2.631546
0.686687 2.628188
0.693694 2.624726
0.700701 2.621167
0.707708 2.617516
0.714715 2.613777
0.721722 2.609956
0.728729 2.606058
0.735736 2.602087
0.742743 2.598048
0.749750 2.593946
0.756757 2.589784
0.763764 2.585566
0.770771 2.581297
0.777778 2.576980
0.784785 2.572619
0.791792 2.568217
0.798799 2.563777
0.805806 2.559304
0.812813 2.554800
0.819820 2.550268
0.826827 2.545710
0.833834 2.541131
0.840841 2.536532
0.847848 2.531915
0.854855 2.527285
0.861862 2.522642
0.868869 2.517989
0.875876 2.513329
0.882883 2.508663
0.889890 2.503993
0.896897 2.499322
0.903904 2.494651
0.910911 2.489982
0.917918 2.485317
0.924925 2.480657
0.931932 2.476005
0.938939 2.471360
0.945946 2.466726
0.952953 2.462103
0.959960 2.457493
0.966967 2.452896
0.973974 2.448314
0.980981 2.443749
0.987988 2.439201
0.994995 2.434671
1.002002 2.430161
1.009009 2.425670
1.016016 2.421201
1.023023 2.416754
1.030030 2.412330
1.037037 2.407929
1.044044 2.403553
1.051051 2.399201
1.058058 2.394875
1.065065 2.390576
1.072072 2.386303
1.079079 2.382057
1.086086 2.377839
1.093093 2.373650
1.100100 2.369489
1.107107 2.365358
1.114114 2.361256
1.121121 2.357184
1.128128 2.353142
1.135135 2.349131
1.142142 2.345151
1.149149 2.341202
1.156156 2.337284
1.163163 2.333398
