-3.000000 -0.149361
-2.994995 -0.149860
-2.989990 -0.150360
-2.984985 -0.150862
-2.979980 -0.151365
-2.974975 -0.151869
-2.969970 -0.152374
-2.964965 -0.152880
-2.959960 -0.153388
-2.954955 -0.153897
-2.949950 -0.154407
-2.944945 -0.154919
-2.939940 -0.155431
-2.934935 -0.155945
-2.929930 -0.156461
-2.924925 -0.156977
-2.919920 -0.157495
-2.914915 -0.158014
-2.909910 -0.158534
-2.904905 -0.159055
-2.899900 -0.159578
-2.894895 -0.160102
-2.889890 -0.160627
-2.884885 -0.161153
-2.879880 -0.161681
-2.874875 -0.162210
-2.869870 -0.162740
-2.864865 -0.163271
-2.859860 -0.163804
-2.854855 -0.164337
-2.849850 -0.164872
-2.844845 -0.165409
-2.839840 -0.165946
-2.834835 -0.166485
-2.829830 -0.167025
-2.824825 -0.167566
-2.819820 -0.168108
-2.814815 -0.168652
-2.809810 -0.169197
-2.804805 -0.169743
-2.799800 -0.170290
-2.794795 -0.170839
-2.789790 -0.171388
-2.784785 -0.171939
-2.779780 -0.172491
-2.774775 -0.173045
-2.769770 -0.173599
-2.764765 -0.174155
-2.759760 -0.174712
-2.754755 -0.175270
-2.749750 -0.175830
-2.744745 -0.176390
-2.739740 -0.176952
-2.734735 -0.177515
-2.729730 -0.178079
-2.724725 -0.178645
-2.719720 -0.179211
-2.714715 -0.179779
-2.709710 -0.180348
-2.704705 -0.180918
-2.699700 -0.181489
-2.694695 -0.182062
-2.689690 -0.182635
-2.684685 -0.183210
-2.679680 -0.183786
-2.674675 -0.184363
-2.669670 -0.184942
-2.664665 -0.185521
-2.659660 -0.186102
-2.654655 -0.186684
-2.649650 -0.187267
-2.644645 -0.187851
-2.639640 -0.188436
-2.634635 -0.189022
-2.629630 -0.189610
-2.624625 -0.190199
-2.619620 -0.190788
-2.614615 -0.191379
-2.609610 -0.191971
-2.604605 -0.192565
-2.599600 -0.193159
-2.594595 -0.193754
-2.589590 -0.194351
-2.584585 -0.194949
-2.579580 -0.195547
-2.574575 -0.196147
-2.569570 -0.196748
-2.564565 -0.197350
-2.559560 -0.197953
-2.554555 -0.198557
-2.549550 -0.199163
-2.544545 -0.199769
-2.539540 -0.200377
-2.534535 -0.200985
-2.529530 -0.201595
-2.524525 -0.202205
-2.519520 -0.202817
-2.514515 -0.203430
-2.509510 -0.204043
-2.504505 -0.204658
-2.499499 -0.205274
-2.494494 -0.205891
-2.489489 -0.206509
-2.484484 -0.207128
-2.479479 -0.207748
-2.474474 -0.208369
-2.469469 -0.208991
-2.464464 -0.209613
-2.459459 -0.210237
-2.454454 -0.210862
-2.449449 -0.211488
-2.444444 -0.212115
-2.439439 -0.212743
-2.434434 -0.213372
-2.429429 -0.214001
-2.424424 -0.214632
-2.419419 -0.215264
-2.414414 -0.215896
-2.409409 -0.216530
-2.404404 -0.217164
-2.399399 -0.217799
-2.394394 -0.218436
-2.389389 -0.219073
-2.384384 -0.219711
-2.379379 -0.220350
-2.374374 -0.220989
-2.369369 -0.221630
-2.364364 -0.222272
-2.359359 -0.222914
-2.354354 -0.223557
-2.349349 -0.224201
-2.344344 -0.224846
-2.339339 -0.225492
-2.334334 -0.226139
-2.329329 -0.226786
-2.324324 -0.227434
-2.319319 -0.228083
-2.314314 -0.228733
-2.309309 -0.229383
-2.304304 -0.230035
-2.299299 -0.230687
-2.294294 -0.231339
-2.289289 -0.231993
-2.284284 -0.232647
-2.279279 -0.233302
-2.274274 -0.233958
-2.269269 -0.234615
-2.264264 -0.235272
-2.259259 -0.235929
-2.254254 -0.236588
-2.249249 -0.237247
-2.244244 -0.237907
-2.239239 -0.238567
-2.234234 -0.239229
-2.229229 -0.239890
-2.224224 -0.240553
-2.219219 -0.241216
-2.214214 -0.241879
-2.209209 -0.242543
-2.204204 -0.243208
-2.199199 -0.243873
-2.194194 -0.244539
-2.189189 -0.245206
-2.184184 -0.245873
-2.179179 -0.246540
-2.174174 -0.247208
-2.169169 -0.247876
-2.164164 -0.248545
-2.159159 -0.249215
-2.154154 -0.249885
-2.149149 -0.250555
-2.144144 -0.251226
-2.139139 -0.251897
-2.134134 -0.252568
-2.129129 -0.253240
-2.124124 -0.253913
-2.119119 -0.254585
-2.114114 -0.255259
-2.109109 -0.255932
-2.104104 -0.256606
-2.099099 -0.257280
-2.094094 -0.257954
-2.089089 -0.258629
-2.084084 -0.259304
-2.079079 -0.259979
-2.074074 -0.260655
-2.069069 -0.261330
-2.064064 -0.262006
-2.059059 -0.262682
-2.054054 -0.263359
-2.049049 -0.264035
-2.044044 -0.264712
-2.039039 -0.265389
-2.034034 -0.266065
-2.029029 -0.266742
-2.024024 -0.267420
